Word Frequencies:
acquaintance: 80
offices: 68
profit: 84
enrich: 20
invoked: 2
assistance: 30
alien: 6
got: 256
poesy: 10
disperse: 22
ignorance: 80
aloft: 48
fly: 520
added: 40
feathers: 32
learneds: 2
wing: 60
double: 168
compile: 4
arts: 30
graced: 24
advance: 82
aid: 130
decayed: 12
sick: 340
deserves: 80
travail: 20
worthier: 28
pays: 56
stole: 50
behaviour: 62
afford: 44
thank: 616
owes: 50
faint: 104
knowing: 96
thereof: 82
spends: 10
fame: 174
humble: 136
proudest: 28
sail: 104
saucy: 70
bark: 102
inferior: 20
broad: 42
wilfully: 10
shallowest: 4
afloat: 4
soundless: 4
wrecked: 6
worthless: 36
boat: 22
tall: 76
building: 20
goodly: 174
epitaph: 32
forgotten: 30
immortal: 58
yield: 322
entombed: 8
monument: 92
oerread: 8
breathers: 2
breathes: 28
mouths: 82
attaint: 18
oerlook: 10
dedicated: 6
writers: 14
blessing: 98
finding: 38
limit: 40
enforced: 58
anew: 20
fresher: 20
stamp: 52
timebettering: 2
devised: 34
strained: 6
rhetoric: 16
sympathized: 6
plain: 286
truetelling: 2
gross: 122
cheeks: 190
abused: 54
saw: 582
exceed: 40
debt: 94
slept: 74
extant: 12
modern: 20
quill: 10
silence: 230
impute: 8
impair: 4
mute: 40
confine: 36
immured: 8
example: 66
equal: 112
grew: 76
lean: 88
penury: 14
writes: 52
dignifies: 8
story: 156
counterpart: 2
admired: 32
blessings: 42
praises: 64
comments: 8
richly: 32
compiled: 6
phrase: 60
muses: 4
filed: 12
unlettered: 8
clerk: 50
amen: 168
hymn: 12
able: 130
affords: 32
polished: 2
refined: 8
hearing: 190
praised: 50
something: 382
hindmost: 6
ripe: 84
inhearse: 2
spirits: 284
above: 314
struck: 170
compeers: 4
giving: 126
astonished: 4
affable: 12
familiar: 74
ghost: 166
gulls: 4
intelligence: 56
victors: 24
countenance: 120
enfeebled: 6
farewell: 746
estimate: 12
releasing: 4
bonds: 48
determinate: 10
granting: 8
riches: 48
deserving: 34
patent: 8
swerving: 6
mistaking: 20
misprision: 14
comes: 1316
waking: 58
disposed: 28
weakness: 54
concealed: 20
attainted: 8
gainer: 4
bending: 40
injuries: 48
doing: 148
vantage: 84
doublevantage: 2
lameness: 4
halt: 24
desired: 48
strangle: 14
walks: 54
profane: 36
vow: 178
debate: 34
bent: 92
join: 118
bow: 124
drop: 160
afterloss: 2
scaped: 18
rearward: 10
conquered: 30
windy: 18
rainy: 8
morrow: 244
linger: 22
purposed: 22
overthrow: 36
petty: 66
onset: 10
strains: 18
compared: 8
garments: 102
newfangled: 6
hawks: 10
hounds: 64
humour: 204
adjunct: 8
finds: 106
particulars: 22
general: 432
richer: 38
prouder: 16
costs: 10
horses: 138
wretched: 164
term: 52
depends: 22
depend: 32
vex: 38
revolt: 86
whats: 702
blessedfair: 2
supposing: 10
deceived: 84
altered: 24
hatred: 34
manys: 4
history: 44
moods: 10
frowns: 48
creation: 26
decree: 24
workings: 6
sweetness: 26
eves: 8
apple: 20
hurt: 204
unmoved: 2
rightly: 52
inherit: 32
lords: 1054
owners: 14
stewards: 4
excellence: 38
outbraves: 2
dignity: 78
turn: 572
sourest: 8
lilies: 8
fester: 6
fragrant: 12
spot: 24
budding: 6
enclose: 4
sport: 266
dispraise: 20
naming: 10
blesses: 4
mansion: 28
vices: 32
habitation: 10
chose: 38
veil: 18
heed: 114
privilege: 64
hardest: 4
illused: 4
wantonness: 16
resort: 30
finger: 128
throned: 14
queen: 2094
esteemed: 20
translated: 10
deemed: 6
lambs: 28
stern: 70
wolf: 76
betray: 82
lamb: 78
translate: 18
gazers: 4
fleeting: 10
freezings: 2
felt: 88
decembers: 2
everywhere: 42
teeming: 12
autumn: 14
big: 86
wanton: 152
burden: 104
widowed: 4
wombs: 8
abundant: 8
seemed: 66
orphans: 18
unfathered: 4
fruit: 84
pleasures: 96
cheer: 156
dreading: 8
proudpied: 2
dressed: 32
trim: 46
saturn: 14
laughed: 38
leaped: 6
lays: 60
different: 26
lap: 42
lilys: 2
vermilion: 2
figures: 38
forward: 212
smells: 28
purple: 36
soft: 274
dwells: 38
grossly: 40
dyed: 12
lily: 36
condemned: 60
marjoram: 8
hair: 252
fearfully: 20
blushing: 56
despair: 120
red: 196
annexed: 4
theft: 34
growth: 34
vengeful: 6
colour: 176
forgetst: 6
spendst: 4
fury: 146
darkening: 2
forgetful: 10
redeem: 46
idly: 34
esteem: 56
rise: 194
resty: 6
wrinkle: 12
graven: 2
satire: 8
spoils: 24
faster: 36
preventst: 2
truant: 28
amends: 50
neglect: 48
dignified: 12
intermixed: 4
fort: 140
office: 274
strengthened: 6
merchandized: 2
esteeming: 2
publish: 20
wont: 100
philomel: 20
front: 46
stops: 44
pipe: 30
pleasant: 74
mournful: 16
hush: 28
wild: 184
burthens: 2
bough: 12
appears: 128
overgoes: 2
dulling: 4
sinful: 28
striving: 20
mar: 58
verses: 42
gifts: 102
eyed: 4
seems: 274
three: 790
forests: 6
shook: 64
springs: 32
turned: 104
process: 36
perfumes: 18
junes: 2
burned: 16
figure: 90
perceived: 28
unbred: 2
idolatry: 12
idol: 18
alike: 84
songs: 36
wondrous: 82
constancy: 36
confined: 18
expressing: 6
difference: 84
varying: 10
themes: 4
chronicle: 18
wasted: 38
descriptions: 2
wights: 4
beautiful: 34
ladies: 324
knights: 144
blazon: 14
lip: 76
prophecies: 18
prefiguring: 2
looked: 138
divining: 4
prophetic: 12
dreaming: 22
forfeit: 60
eclipse: 10
endured: 28
augurs: 6
presage: 16
incertainties: 4
crown: 540
proclaims: 20
olives: 4
endless: 22
drops: 116
balmy: 6
subscribes: 4
insults: 2
tribes: 6
crests: 8
tombs: 10
figured: 6
register: 10
express: 82
boy: 848
prayers: 204
divine: 108
hallowed: 18
weighs: 18
necessary: 40
aye: 36
page: 872
bred: 114
qualify: 16
easy: 128
ranged: 8
just: 306
exchanged: 6
reigned: 14
frailties: 8
kinds: 18
preposterously: 8
stained: 62
universe: 4
alas: 506
motley: 20
gored: 8
sold: 82
cheap: 34
affections: 96
askance: 8
blenches: 2
essays: 2
proved: 60
grind: 12
newer: 14
proof: 156
try: 188
older: 10
next: 366
guilty: 170
goddess: 72
harmful: 20
provide: 80
breeds: 58
receives: 32
brand: 22
subdued: 26
dyers: 2
renewed: 4
patient: 180
drink: 330
potions: 12
eisel: 4
bitter: 158
penance: 38
correct: 18
correction: 42
assure: 114
cure: 132
impression: 24
scandal: 42
stamped: 20
oergreen: 2
strive: 82
steeled: 14
changes: 42
profound: 32
abysm: 6
throw: 218
voices: 108
adders: 16
critic: 6
flatterer: 30
stopped: 34
dispense: 22
besides: 238
governs: 6
function: 34
partly: 90
effectually: 4
delivers: 20
bird: 100
latch: 8
objects: 30
vision: 36
catch: 150
rudst: 4
gentlest: 4
deformedst: 2
creature: 156
dove: 50
shapes: 62
feature: 30
incapable: 12
maketh: 8
monarchs: 22
plague: 196
saith: 24
monsters: 36
indigest: 4
cherubins: 10
resemble: 18
creating: 18
beams: 52
assemble: 14
kingly: 54
drinks: 60
gust: 14
greeing: 2
palate: 22
cup: 100
poisoned: 18
lesser: 64
begin: 246
knew: 338
reason: 614
afterwards: 80
reckoning: 44
millioned: 2
accidents: 28
creep: 58
vows: 146
decrees: 24
tan: 2
sharpst: 4
intents: 44
divert: 6
altring: 4
fearing: 60
tyranny: 76
certain: 380
incertainty: 2
crowning: 4
marriage: 246
admit: 50
impediments: 16
alters: 8
alteration: 20
bends: 10
remover: 2
everfixed: 4
tempests: 12
shaken: 10
wandring: 22
unknown: 96
taken: 200
rosy: 8
lips: 354
sickles: 2
compass: 68
weeks: 16
error: 66
accuse: 78
scanted: 10
repay: 10
whereto: 60
frequent: 8
dearpurchased: 2
hoisted: 4
transport: 12
wilfulness: 4
surmise: 16
accumulate: 4
level: 54
shoot: 62
wakened: 4
appeal: 40
eager: 22
urge: 72
prevent: 62
maladies: 8
sicken: 16
shun: 50
sickness: 104
purge: 46
neercloying: 2
sauces: 2
welfare: 12
meetness: 2
diseased: 14
needing: 4
policy: 94
t: 594
anticipate: 2
ills: 20
medicine: 42
healthful: 20
goodness: 132
cured: 24
lesson: 16
drugs: 22
poison: 170
drunk: 138
siren: 6
limbecks: 2
foul: 520
applying: 8
hopes: 128
committed: 80
spheres: 22
fitted: 28
distraction: 26
madding: 8
fever: 50
built: 34
rebuked: 2
unkind: 60
befriends: 2
transgression: 18
nerves: 16
hammered: 4
unkindness: 48
yhave: 2
weigh: 86
suffered: 50
deepest: 12
hard: 360
hits: 22
tendered: 4
wounded: 82
fits: 98
becomes: 140
fee: 78
ransoms: 6
reproach: 50
feeling: 74
adulterate: 12
salutation: 16
sportive: 10
frailer: 2
spies: 32
wills: 72
abuses: 28
reckon: 16
bevel: 2
maintain: 88
badness: 8
tables: 32
charactered: 8
lasting: 34
beyond: 136
faculty: 4
subsist: 2
oblivion: 34
missed: 10
retention: 8
tallies: 2
score: 60
bold: 308
receive: 204
import: 38
forgetfulness: 12
pyramids: 4
novel: 2
dressings: 4
dates: 10
admire: 18
foist: 2
rather: 672
heard: 762
registers: 2
defy: 62
wondring: 10
records: 10
continual: 30
gathered: 16
builded: 6
accident: 46
suffers: 24
smiling: 72
pomp: 66
falls: 188
blow: 208
thralled: 2
discontent: 38
inviting: 12
heretic: 14
leases: 4
shortnumbered: 2
hugely: 4
politic: 32
drowns: 12
fools: 248
weret: 26
bore: 70
extern: 4
honouring: 4
laid: 206
bases: 6
ruining: 2
dwellers: 2
paying: 24
rent: 22
compound: 38
forgoing: 2
savour: 18
pitiful: 64
thrivers: 2
gazing: 36
oblation: 2
mixed: 8
seconds: 12
render: 86
suborned: 8
informer: 4
impeached: 4
fickle: 30
waning: 12
showst: 6
withering: 6
over: 344
wrack: 52
goest: 30
onwards: 2
minion: 34
detain: 18
delayed: 2
answered: 72
quietus: 4
counted: 18
successive: 10
slandered: 8
fairing: 2
borrowed: 32
bower: 18
profaned: 16
raven: 34
suited: 16
mourners: 10
slandering: 4
becoming: 16
playst: 4
wood: 196
fingers: 94
gently: 78
swayst: 2
wiry: 4
jacks: 14
kiss: 450
harvest: 38
reap: 28
woods: 46
boldness: 32
tickled: 12
situation: 4
dancing: 40
chips: 2
walk: 258
gait: 74
lust: 150
perjured: 38
savage: 68
extreme: 30
enjoyed: 14
sooner: 128
hunted: 14
hated: 60
swallowed: 32
bait: 38
taker: 6
mad: 518
pursuit: 40
bliss: 44
proposed: 14
coral: 14
snow: 80
breasts: 28
dun: 10
hairs: 72
wires: 4
damasked: 2
reeks: 2
sound: 468
treads: 22
belied: 16
tyrannous: 28
proudly: 22
doting: 34
err: 32
swear: 524
groans: 88
neck: 160
judgements: 20
proceeds: 18
pitying: 12
disdain: 86
ruth: 10
grey: 182
east: 84
ushers: 4
sober: 38
mourning: 44
become: 306
beseem: 12
suit: 296
herself: 228
beshrew: 68
slavery: 10
sweetst: 10
harder: 26
engrossed: 10
forsaken: 12
threefold: 20
crossed: 20
prison: 250
ward: 36
whoeer: 20
rigour: 18
gaol: 18
perforce: 96
confessed: 24
mortgaged: 2
restore: 40
covetous: 18
learned: 154
suretylike: 2
bond: 150
fist: 24
bind: 92
statute: 8
putst: 4
sue: 56
came: 732
debtor: 24
whole: 262
whoever: 30
boot: 64
overplus: 6
spacious: 28
acceptance: 20
addeth: 2
beseechers: 2
admitted: 28
lovesuit: 6
fulfil: 14
receipt: 30
reckoned: 6
untold: 6
corrupt: 62
overpartial: 2
anchored: 4
bay: 60
forged: 24
hooks: 8
tied: 66
several: 194
plot: 106
erred: 6
transferred: 2
swears: 62
untutored: 8
unlearned: 8
subtleties: 4
vainly: 24
simply: 24
credit: 116
falsespeaking: 4
sides: 98
suppressed: 6
unjust: 50
habit: 84
flattered: 26
justify: 20
slay: 64
needst: 12
oerpressed: 4
dart: 20
outright: 10
rid: 70
press: 72
manner: 168
pitywanting: 2
testy: 18
news: 650
physicians: 22
madness: 144
illwresting: 2
slanderers: 4
ears: 372
believed: 22
despise: 46
pleased: 124
dote: 62
tune: 140
delighted: 12
prone: 14
invited: 20
senses: 78
dissuade: 14
foolish: 200
unswayed: 4
likeness: 50
awards: 6
merits: 28
reproving: 4
scarlet: 28
ornaments: 24
sealed: 30
robbed: 28
beds: 58
revenues: 14
rents: 10
woo: 164
importune: 26
deserve: 136
pitied: 38
selfexample: 2
denied: 118
huswife: 14
runs: 100
feathered: 4
broke: 178
dispatch: 138
neglected: 34
chase: 80
busy: 60
follow: 634
prizing: 2
infants: 28
runst: 2
afar: 40
pray: 1558
loud: 144
crying: 76
suggest: 16
angel: 116
worser: 42
coloured: 12
female: 38
tempteth: 4
saint: 258
devil: 456
wooing: 54
purity: 24
fiend: 132
directly: 70
doubt: 372
breathed: 44
languished: 2
woeful: 80
mercy: 380
chiding: 26
followed: 94
flown: 14
threw: 62
saved: 66
saying: 118
centre: 26
rebel: 56
powers: 168
array: 30
dearth: 24
costly: 24
inheritors: 4
excess: 32
charge: 438
servants: 236
aggravate: 10
buy: 212
selling: 6
dross: 10
fed: 76
feed: 192
theres: 816
dying: 110
longing: 48
nurseth: 2
disease: 60
preserve: 64
uncertain: 22
sickly: 40
physician: 78
angry: 214
prescriptions: 6
desperate: 124
except: 92
franticmad: 2
unrest: 16
discourse: 128
random: 10
sworn: 276
correspondence: 2
censures: 8
falsely: 34
aright: 16
denote: 10
vexed: 12
watching: 22
marvel: 76
mistake: 86
sees: 124
clears: 14
keepst: 16
wellseeing: 2
partake: 16
alltyrant: 2
hateth: 8
frownst: 2
fawn: 28
lourst: 2
revenge: 320
service: 464
worship: 190
commanded: 82
insufficiency: 4
brightness: 6
refuse: 66
warrantise: 2
exceeds: 24
abhor: 46
unworthiness: 10
raised: 34
conscience: 260
cheater: 12
betraying: 4
nobler: 40
treason: 196
stays: 80
rising: 48
drudge: 14
twice: 150
swearing: 52
act: 1036
bedvow: 2
torn: 32
vowing: 6
oaths: 146
breach: 76
twenty: 306
misuse: 16
honest: 608
enlighten: 2
blindness: 10
cupid: 76
asleep: 124
maid: 408
dians: 14
lovekindling: 2
quickly: 434
steep: 24
valleyfountain: 2
endure: 158
seething: 4
bath: 16
newfired: 2
trial: 126
touch: 254
withal: 300
thither: 196
hied: 2
distempered: 12
lovegod: 2
lying: 64
heartinflaming: 2
nymphs: 30
vowed: 32
chaste: 102
tripping: 14
votary: 8
legions: 40
warmed: 14
sleeping: 108
virgin: 84
disarmed: 2
quenched: 6
cool: 72
thrall: 14
heats: 6
cools: 12
scene: 3262
rossillon: 66
countesss: 32
palace: 594
ii: 866
paris: 334
iii: 744
iv: 584
v: 428
florence: 62
dukes: 186
vi: 156
camp: 254
vii: 104
florentine: 34
marseilles: 10
street: 296
inner: 4
court: 560
dramatis: 76
person: 386
france: 850
duke: 2284
bertram: 272
lafew: 236
parolles: 346
follower: 34
french: 456
serve: 390
rynaldo: 6
countess: 242
clown: 730
helena: 396
gentlewoman: 134
protected: 16
diana: 158
daughter: 1076
violenta: 4
neighbour: 100
mariana: 92
officers: 186
soldiers: 490
c: 102
tuscany: 2
enter: 4816
delivering: 8
bury: 98
madam: 1052
fathers: 568
majestys: 28
command: 364
subjection: 14
sir: 5952
generally: 24
necessity: 78
stir: 174
wanted: 16
amendment: 8
abandond: 8
practices: 26
persecuted: 2
fathero: 2
passage: 78
tiswhose: 2
honesty: 184
stretchd: 14
famous: 64
profession: 42
gerard: 6
de: 250
narbon: 6
lately: 64
spoke: 318
admiringly: 4
mourningly: 2
skilful: 14
livd: 66
languishes: 4
fistula: 2
notorious: 30
bequeathed: 10
overlooking: 6
education: 20
promises: 48
dispositions: 10
inherits: 4
unclean: 10
carries: 52
qualities: 58
commendations: 28
virtues: 134
traitors: 146
simpleness: 10
derives: 10
achieves: 2
brine: 22
season: 92
approaches: 30
livelihood: 6
affect: 50
moderate: 16
lamentation: 22
excessive: 4
enemy: 334
wishes: 78
understand: 206
succeed: 32
empire: 36
birthright: 10
checkd: 6
taxd: 6
speech: 274
furnish: 42
unseasond: 4
courtier: 70
advise: 82
bless: 220
exit: 2082
forgd: 4
comfortable: 26
lady: 1896
exeunt: 2190
shed: 118
imagination: 62
int: 140
bertrams: 2
undone: 120
twere: 266
particular: 112
wed: 86
radiance: 6
collateral: 4
comforted: 14
sphere: 20
thambition: 2
itself: 516
hind: 26
mated: 14
lion: 196
twas: 348
arched: 6
brows: 96
hawking: 8
tableheart: 2
capable: 30
trick: 106
idolatrous: 2
fancy: 110
sanctify: 8
relics: 10
liar: 26
solely: 18
fixd: 36
evils: 54
fit: 360
steely: 4
bleak: 10
superfluous: 34
monarch: 34
meditating: 10
virginity: 56
soldier: 540
ask: 360
barricado: 4
assails: 6
valiant: 310
unfold: 62
warlike: 130
resistance: 12
setting: 50
undermine: 6
underminers: 2
blowersup: 2
military: 18
virgins: 26
blown: 84
quicklier: 2
marry: 752
blowing: 20
yourselves: 152
city: 292
commonwealth: 56
rational: 4
metal: 52
companion: 82
rule: 106
infallible: 10
disobedience: 16
hangs: 86
murders: 44
highways: 4
sanctified: 14
offendress: 2
mites: 2
cheese: 26
consumes: 4
paring: 4
stomach: 90
peevish: 60
inhibited: 4
canon: 14
byt: 12
witht: 14
principal: 22
liking: 64
likes: 58
commodity: 40
gloss: 34
vendible: 4
request: 136
wears: 90
cap: 100
unsuitable: 4
brooch: 12
toothpick: 4
pie: 20
porridge: 18
witherd: 40
pears: 2
eats: 48
drily: 2
pear: 12
formerly: 18
anything: 266
guide: 56
counsellor: 32
traitress: 2
ambition: 92
humility: 34
jarring: 8
discord: 40
dulcet: 12
disaster: 12
adoptious: 2
christendoms: 2
blinking: 4
gossips: 18
courts: 20
learningplace: 2
poorer: 10
baser: 28
shut: 116
effects: 62
returns: 40
monsieur: 108
helen: 150
charitable: 40
especially: 38
predominant: 10
retrograde: 4
running: 58
proposes: 2
safety: 148
valour: 216
business: 496
acutely: 2
instruction: 30
naturalize: 2
courtiers: 36
counsel: 264
advice: 100
unthankfulness: 8
uses: 38
remedies: 18
ourselves: 234
ascribe: 6
fated: 10
pull: 24
designs: 22
mounts: 14
mightiest: 14
native: 86
impossible: 80
attempts: 14
pains: 186
strove: 8
miss: 52
diseasemy: 2
cornets: 50
letters: 262
florentines: 4
senoys: 2
fought: 140
continue: 68
braving: 10
reported: 34
credible: 2
certainty: 16
vouchd: 6
cousin: 620
austria: 50
caution: 10
speedy: 40
prejudicates: 2
denial: 22
approvd: 12
amplest: 4
credence: 6
armd: 50
mean: 582
tuscan: 4
freely: 124
nursery: 10
gentry: 32
breathing: 54
exploit: 32
composd: 18
moral: 50
corporal: 44
soundness: 2
friendship: 96
tried: 50
soldiership: 18
discipled: 2
bravest: 8
lasted: 4
haggish: 2
wore: 62
repairs: 6
talk: 438
observe: 70
jest: 216
unnoted: 6
levity: 8
contempt: 94
sharpness: 8
awakd: 16
minute: 80
exception: 10
obeyd: 4
below: 116
usd: 48
bowd: 16
eminent: 10
humbled: 20
younger: 72
demonstrate: 10
goers: 2
approof: 8
royal: 448
plausive: 6
scatterd: 12
grafted: 10
bearlet: 2
began: 90
catastrophe: 8
heel: 32
pastime: 30
outlet: 2
quoth: 232
lacks: 32
oil: 30
snuff: 16
apprehensive: 6
judgments: 10
mere: 130
constancies: 2
fashions: 18
wishd: 40
wax: 62
dissolved: 10
hive: 16
labourers: 2
youre: 118
lovd: 158
knowt: 34
famd: 14
six: 122
months: 86
armthe: 2
worn: 76
applications: 2
sons: 390
steward: 70
calendar: 18
endeavours: 18
modesty: 108
clearness: 6
deservings: 12
does: 698
knave: 334
sirrah: 298
complaints: 18
slowness: 4
ability: 16
knaveries: 8
fellow: 622
damned: 148
ladyships: 14
isbel: 4
beg: 210
isbels: 6
heritage: 4
barnes: 6
requires: 32
driven: 42
drives: 34
worships: 42
wicked: 140
wickedness: 22
wifes: 58
yare: 40
shallow: 524
knaves: 104
aweary: 18
spares: 8
team: 14
crop: 20
cuckold: 56
comforts: 54
cherisher: 2
cherishes: 2
ergo: 14
kisses: 100
charbon: 2
puritan: 14
poysam: 2
papist: 2
howsomeer: 4
severd: 12
religion: 32
heads: 240
jowl: 2
horns: 132
deer: 84
foulmouthd: 2
calumnious: 6
prophet: 30
ballad: 30
repeat: 36
destiny: 44
cuckoo: 40
grecians: 16
sacked: 4
troy: 226
priams: 46
sighed: 18
stood: 218
sentence: 86
purifying: 2
tithewoman: 2
parson: 34
blazing: 4
earthquake: 14
twould: 60
lottery: 6
youll: 330
surplice: 4
gown: 104
forsooth: 94
hither: 614
entirely: 18
bequeathd: 4
lawfully: 8
owing: 4
shell: 106
demand: 126
communicate: 6
touchd: 64
stranger: 116
estates: 16
extend: 34
knight: 330
surprisd: 8
rescue: 60
assault: 34
afterward: 18
deliverd: 38
eer: 176
exclaim: 22
speedily: 26
acquaint: 44
sithence: 4
happen: 16
concerns: 46
dischargd: 8
honestly: 14
likelihoods: 8
informd: 26
tottering: 6
balance: 22
misdoubt: 12
stall: 6
further: 408
ours: 188
thorn: 24
impressd: 4
remembrances: 10
ont: 194
honourable: 266
methought: 94
serpent: 50
catalogue: 8
enwombed: 2
adoption: 8
strives: 22
choice: 156
slip: 48
foreign: 58
seeds: 18
oppressd: 10
gods: 988
curd: 10
messenger: 714
manycolourd: 4
iris: 22
rounds: 10
brother: 1156
honoured: 54
parents: 36
sister: 416
cant: 4
yes: 494
daughterinlaw: 6
shield: 64
pulse: 20
catchd: 4
fondness: 6
mystery: 34
loneliness: 2
salt: 92
ashamd: 28
proclamation: 44
tone: 2
thother: 10
behaviours: 12
hellish: 16
obstinacy: 4
suspected: 16
clew: 2
forsweart: 4
howeer: 26
avail: 8
disclose: 8
affection: 162
passions: 44
appeachd: 2
knee: 132
sos: 2
offended: 96
hurts: 32
token: 64
presumptuous: 10
vain: 184
captious: 2
inteemable: 2
sieve: 8
pour: 78
waters: 64
indianlike: 2
worshipper: 4
encounter: 106
aged: 64
cites: 4
chastely: 6
dian: 42
seeks: 60
search: 104
implies: 2
riddlelike: 2
intentspeak: 2
provd: 24
reading: 72
manifest: 26
experience: 42
collected: 28
sovereignty: 50
willd: 10
heedfullst: 2
reservation: 10
notes: 48
faculties: 18
inclusive: 4
amongst: 84
languishings: 2
renderd: 14
motive: 32
conversation: 20
schools: 10
embowelld: 6
doctrine: 14
danger: 218
greatst: 16
luckiest: 2
success: 106
id: 130
venture: 68
welllost: 2
believet: 16
knowingly: 4
attendants: 310
greetings: 18
attempt: 72
taking: 88
principles: 2
stretch: 38
receivd: 50
wellentred: 2
malady: 22
frenchmen: 26
higher: 76
italy: 70
bated: 16
monarchysee: 2
questant: 2
shrinks: 8
bidding: 54
girls: 28
beware: 60
captives: 18
warnings: 4
farewellcome: 2
retires: 38
couch: 46
spark: 24
admirable: 30
coil: 24
tot: 180
bravely: 78
forehorse: 4
smock: 16
creaking: 4
shoes: 36
bought: 108
dance: 176
parting: 62
torturd: 4
heroes: 4
kin: 70
sparks: 20
lustrous: 4
metals: 6
